layer,laser_on,x1,y1,z1,x2,y2,z2,feedrate
9.0,True,-8.9741,8.6415,3.0143,-7.977,8.6415,3.0143,600.0
9.0,True,-7.977,8.6415,3.0143,-6.9799,8.6415,3.0143,600.0
9.0,True,-6.9799,8.6415,3.0143,-5.9827,8.6415,3.0143,600.0
9.0,True,-5.9827,8.6415,3.0143,-4.9856,8.6415,3.0143,600.0
9.0,True,-4.9856,8.6415,3.0143,-3.9885,8.6415,3.0143,600.0
9.0,True,-3.9885,8.6415,3.0143,-2.9914,8.6415,3.0143,600.0
9.0,True,-2.9914,8.6415,3.0143,-1.9942,8.6415,3.0143,600.0
9.0,True,-1.9942,8.6415,3.0143,-0.9971,8.6415,3.0143,600.0
9.0,True,-0.9971,8.6415,3.0143,0.0,8.6415,3.0143,600.0
9.0,True,0.0,8.6415,3.0143,0.9971,8.6415,3.0143,600.0
9.0,True,0.9971,8.6415,3.0143,1.9942,8.6415,3.0143,600.0
9.0,True,1.9942,8.6415,3.0143,2.9914,8.6415,3.0143,600.0
9.0,True,2.9914,8.6415,3.0143,3.9885,8.6415,3.0143,600.0
9.0,True,3.9885,8.6415,3.0143,4.9856,8.6415,3.0143,600.0
9.0,True,4.9856,8.6415,3.0143,5.9827,8.6415,3.0143,600.0
9.0,True,5.9827,8.6415,3.0143,6.9799,8.6415,3.0143,600.0
9.0,True,6.9799,8.6415,3.0143,7.977,8.6415,3.0143,600.0
9.0,True,7.977,8.6415,3.0143,8.9741,8.6415,3.0143,600.0
9.0,True,8.9741,8.6415,3.0143,9.9712,8.6415,3.0143,600.0
9.0,True,9.9712,8.6415,3.0143,10.9684,8.6415,3.0143,600.0
9.0,True,10.9684,8.6415,3.0143,11.9655,8.6415,3.0143,600.0
9.0,True,11.9655,8.6415,3.0143,12.9626,8.6415,3.0143,600.0
9.0,True,12.9626,8.6415,3.0143,13.9597,8.6415,3.0143,600.0
9.0,True,13.9597,8.6415,3.0143,14.9569,8.6415,3.0143,600.0
9.0,True,14.9569,8.6415,3.0143,15.954,8.6415,3.0143,600.0
9.0,True,15.954,8.6415,3.0143,16.9511,8.6415,3.0143,600.0
9.0,True,16.9511,8.6415,3.0143,17.9482,8.6415,3.0143,600.0
9.0,True,17.9482,8.6415,3.0143,18.9454,8.6415,3.0143,600.0
9.0,True,18.9454,8.6415,3.0143,19.9425,8.6415,3.0143,600.0
9.0,True,19.9425,8.6415,3.0143,20.9396,8.6415,3.0143,600.0
9.0,True,20.9396,8.6415,3.0143,21.9367,8.6415,3.0143,600.0
9.0,True,21.9367,8.6415,3.0143,22.9339,8.6415,3.0143,600.0
9.0,True,22.9339,8.6415,3.0143,23.931,8.6415,3.0143,600.0
9.0,True,23.931,8.6415,3.0143,24.9281,8.6415,3.0143,600.0
9.0,True,24.9281,8.6415,3.0143,25.9252,8.6415,3.0143,600.0
9.0,True,25.9252,8.6415,3.0143,25.9252,9.3328,3.0143,600.0
9.0,True,25.9252,9.3328,3.0143,24.9281,9.3328,3.0143,600.0
9.0,True,24.9281,9.3328,3.0143,23.931,9.3328,3.0143,600.0
9.0,True,23.931,9.3328,3.0143,22.9339,9.3328,3.0143,600.0
9.0,True,22.9339,9.3328,3.0143,21.9367,9.3328,3.0143,600.0
9.0,True,21.9367,9.3328,3.0143,20.9396,9.3328,3.0143,600.0
9.0,True,20.9396,9.3328,3.0143,19.9425,9.3328,3.0143,600.0
9.0,True,19.9425,9.3328,3.0143,18.9454,9.3328,3.0143,600.0
9.0,True,18.9454,9.3328,3.0143,17.9482,9.3328,3.0143,600.0
9.0,True,17.9482,9.3328,3.0143,16.9511,9.3328,3.0143,600.0
9.0,True,16.9511,9.3328,3.0143,15.954,9.3328,3.0143,600.0
9.0,True,15.954,9.3328,3.0143,14.9569,9.3328,3.0143,600.0
9.0,True,14.9569,9.3328,3.0143,13.9597,9.3328,3.0143,600.0
9.0,True,13.9597,9.3328,3.0143,12.9626,9.3328,3.0143,600.0
9.0,True,12.9626,9.3328,3.0143,11.9655,9.3328,3.0143,600.0
9.0,True,11.9655,9.3328,3.0143,10.9684,9.3328,3.0143,600.0
9.0,True,10.9684,9.3328,3.0143,9.9712,9.3328,3.0143,600.0
9.0,True,9.9712,9.3328,3.0143,8.9741,9.3328,3.0143,600.0
9.0,True,8.9741,9.3328,3.0143,7.977,9.3328,3.0143,600.0
9.0,True,7.977,9.3328,3.0143,6.9799,9.3328,3.0143,600.0
9.0,True,6.9799,9.3328,3.0143,5.9827,9.3328,3.0143,600.0
9.0,True,5.9827,9.3328,3.0143,4.9856,9.3328,3.0143,600.0
9.0,True,4.9856,9.3328,3.0143,3.9885,9.3328,3.0143,600.0
9.0,True,3.9885,9.3328,3.0143,2.9914,9.3328,3.0143,600.0
9.0,True,2.9914,9.3328,3.0143,1.9942,9.3328,3.0143,600.0
9.0,True,1.9942,9.3328,3.0143,0.9971,9.3328,3.0143,600.0
9.0,True,0.9971,9.3328,3.0143,0.0,9.3328,3.0143,600.0
9.0,True,0.0,9.3328,3.0143,-0.9971,9.3328,3.0143,600.0
9.0,True,-0.9971,9.3328,3.0143,-1.9942,9.3328,3.0143,600.0
9.0,True,-1.9942,9.3328,3.0143,-2.9914,9.3328,3.0143,600.0
9.0,True,-2.9914,9.3328,3.0143,-3.9885,9.3328,3.0143,600.0
9.0,True,-3.9885,9.3328,3.0143,-4.9856,9.3328,3.0143,600.0
9.0,True,-4.9856,9.3328,3.0143,-5.9827,9.3328,3.0143,600.0
9.0,True,-5.9827,9.3328,3.0143,-6.9799,9.3328,3.0143,600.0
9.0,True,-6.9799,9.3328,3.0143,-7.977,9.3328,3.0143,600.0
9.0,True,-7.977,9.3328,3.0143,-8.9741,9.3328,3.0143,600.0
9.0,True,-8.9741,9.3328,3.0143,-9.9712,9.3328,3.0143,600.0
9.0,True,-9.9712,9.3328,3.0143,-10.9684,9.3328,3.0143,600.0
9.0,True,-10.9684,9.3328,3.0143,-11.9655,9.3328,3.0143,600.0
9.0,True,-11.9655,9.3328,3.0143,-12.9626,9.3328,3.0143,600.0
9.0,True,-12.9626,9.3328,3.0143,-13.9597,9.3328,3.0143,600.0
9.0,True,-13.9597,9.3328,3.0143,-14.9569,9.3328,3.0143,600.0
9.0,True,-14.9569,9.3328,3.0143,-15.954,9.3328,3.0143,600.0
9.0,True,-15.954,9.3328,3.0143,-16.9511,9.3328,3.0143,600.0
9.0,True,-16.9511,9.3328,3.0143,-17.9482,9.3328,3.0143,600.0
9.0,True,-17.9482,9.3328,3.0143,-18.9454,9.3328,3.0143,600.0
9.0,True,-18.9454,9.3328,3.0143,-19.9425,9.3328,3.0143,600.0
9.0,True,-19.9425,9.3328,3.0143,-20.9396,9.3328,3.0143,600.0
9.0,True,-20.9396,9.3328,3.0143,-21.9367,9.3328,3.0143,600.0
9.0,True,-21.9367,9.3328,3.0143,-22.9339,9.3328,3.0143,600.0
9.0,True,-22.9339,9.3328,3.0143,-23.931,9.3328,3.0143,600.0
9.0,True,-23.931,9.3328,3.0143,-24.9281,9.3328,3.0143,600.0
9.0,True,-24.9281,9.3328,3.0143,-25.9252,9.3328,3.0143,600.0
9.0,True,-25.9252,9.3328,3.0143,-25.9252,10.0241,3.0143,600.0
9.0,True,-25.9252,10.0241,3.0143,-24.9281,10.0241,3.0143,600.0
9.0,True,-24.9281,10.0241,3.0143,-23.931,10.0241,3.0143,600.0
9.0,True,-23.931,10.0241,3.0143,-22.9339,10.0241,3.0143,600.0
9.0,True,-22.9339,10.0241,3.0143,-21.9367,10.0241,3.0143,600.0
9.0,True,-21.9367,10.0241,3.0143,-20.9396,10.0241,3.0143,600.0
9.0,True,-20.9396,10.0241,3.0143,-19.9425,10.0241,3.0143,600.0
9.0,True,-19.9425,10.0241,3.0143,-18.9454,10.0241,3.0143,600.0
9.0,True,-18.9454,10.0241,3.0143,-17.9482,10.0241,3.0143,600.0
9.0,True,-17.9482,10.0241,3.0143,-16.9511,10.0241,3.0143,600.0
9.0,True,-16.9511,10.0241,3.0143,-15.954,10.0241,3.0143,600.0
9.0,True,-15.954,10.0241,3.0143,-14.9569,10.0241,3.0143,600.0
9.0,True,-14.9569,10.0241,3.0143,-13.9597,10.0241,3.0143,600.0
9.0,True,-13.9597,10.0241,3.0143,-12.9626,10.0241,3.0143,600.0
9.0,True,-12.9626,10.0241,3.0143,-11.9655,10.0241,3.0143,600.0
9.0,True,-11.9655,10.0241,3.0143,-10.9684,10.0241,3.0143,600.0
9.0,True,-10.9684,10.0241,3.0143,-9.9712,10.0241,3.0143,600.0
9.0,True,-9.9712,10.0241,3.0143,-8.9741,10.0241,3.0143,600.0
9.0,True,-8.9741,10.0241,3.0143,-7.977,10.0241,3.0143,600.0
9.0,True,-7.977,10.0241,3.0143,-6.9799,10.0241,3.0143,600.0
9.0,True,-6.9799,10.0241,3.0143,-5.9827,10.0241,3.0143,600.0
9.0,True,-5.9827,10.0241,3.0143,-4.9856,10.0241,3.0143,600.0
9.0,True,-4.9856,10.0241,3.0143,-3.9885,10.0241,3.0143,600.0
9.0,True,-3.9885,10.0241,3.0143,-2.9914,10.0241,3.0143,600.0
9.0,True,-2.9914,10.0241,3.0143,-1.9942,10.0241,3.0143,600.0
9.0,True,-1.9942,10.0241,3.0143,-0.9971,10.0241,3.0143,600.0
9.0,True,-0.9971,10.0241,3.0143,0.0,10.0241,3.0143,600.0
9.0,True,0.0,10.0241,3.0143,0.9971,10.0241,3.0143,600.0
9.0,True,0.9971,10.0241,3.0143,1.9942,10.0241,3.0143,600.0
9.0,True,1.9942,10.0241,3.0143,2.9914,10.0241,3.0143,600.0
9.0,True,2.9914,10.0241,3.0143,3.9885,10.0241,3.0143,600.0
9.0,True,3.9885,10.0241,3.0143,4.9856,10.0241,3.0143,600.0
9.0,True,4.9856,10.0241,3.0143,5.9827,10.0241,3.0143,600.0
9.0,True,5.9827,10.0241,3.0143,6.9799,10.0241,3.0143,600.0
9.0,True,6.9799,10.0241,3.0143,7.977,10.0241,3.0143,600.0
9.0,True,7.977,10.0241,3.0143,8.9741,10.0241,3.0143,600.0
9.0,True,8.9741,10.0241,3.0143,9.9712,10.0241,3.0143,600.0
9.0,True,9.9712,10.0241,3.0143,10.9684,10.0241,3.0143,600.0
9.0,True,10.9684,10.0241,3.0143,11.9655,10.0241,3.0143,600.0
9.0,True,11.9655,10.0241,3.0143,12.9626,10.0241,3.0143,600.0
9.0,True,12.9626,10.0241,3.0143,13.9597,10.0241,3.0143,600.0
9.0,True,13.9597,10.0241,3.0143,14.9569,10.0241,3.0143,600.0
9.0,True,14.9569,10.0241,3.0143,15.954,10.0241,3.0143,600.0
9.0,True,15.954,10.0241,3.0143,16.9511,10.0241,3.0143,600.0
9.0,True,16.9511,10.0241,3.0143,17.9482,10.0241,3.0143,600.0
9.0,True,17.9482,10.0241,3.0143,18.9454,10.0241,3.0143,600.0
9.0,True,18.9454,10.0241,3.0143,19.9425,10.0241,3.0143,600.0
9.0,True,19.9425,10.0241,3.0143,20.9396,10.0241,3.0143,600.0
9.0,True,20.9396,10.0241,3.0143,21.9367,10.0241,3.0143,600.0
9.0,True,21.9367,10.0241,3.0143,22.9339,10.0241,3.0143,600.0
9.0,True,22.9339,10.0241,3.0143,23.931,10.0241,3.0143,600.0
9.0,True,23.931,10.0241,3.0143,24.9281,10.0241,3.0143,600.0
9.0,True,24.9281,10.0241,3.0143,25.9252,10.0241,3.0143,600.0
9.0,True,25.9252,10.0241,3.0143,25.9252,10.7155,3.0143,600.0
9.0,True,25.9252,10.7155,3.0143,24.9281,10.7155,3.0143,600.0
9.0,True,24.9281,10.7155,3.0143,23.931,10.7155,3.0143,600.0
9.0,True,23.931,10.7155,3.0143,22.9339,10.7155,3.0143,600.0
9.0,True,22.9339,10.7155,3.0143,21.9367,10.7155,3.0143,600.0
9.0,True,21.9367,10.7155,3.0143,20.9396,10.7155,3.0143,600.0
9.0,True,20.9396,10.7155,3.0143,19.9425,10.7155,3.0143,600.0
9.0,True,19.9425,10.7155,3.0143,18.9454,10.7155,3.0143,600.0
9.0,True,18.9454,10.7155,3.0143,17.9482,10.7155,3.0143,600.0
9.0,True,17.9482,10.7155,3.0143,16.9511,10.7155,3.0143,600.0
9.0,True,16.9511,10.7155,3.0143,15.954,10.7155,3.0143,600.0
9.0,True,15.954,10.7155,3.0143,14.9569,10.7155,3.0143,600.0
9.0,True,14.9569,10.7155,3.0143,13.9597,10.7155,3.0143,600.0
9.0,True,13.9597,10.7155,3.0143,12.9626,10.7155,3.0143,600.0
9.0,True,12.9626,10.7155,3.0143,11.9655,10.7155,3.0143,600.0
9.0,True,11.9655,10.7155,3.0143,10.9684,10.7155,3.0143,600.0
9.0,True,10.9684,10.7155,3.0143,9.9712,10.7155,3.0143,600.0
9.0,True,9.9712,10.7155,3.0143,8.9741,10.7155,3.0143,600.0
9.0,True,8.9741,10.7155,3.0143,7.977,10.7155,3.0143,600.0
9.0,True,7.977,10.7155,3.0143,6.9799,10.7155,3.0143,600.0
9.0,True,6.9799,10.7155,3.0143,5.9827,10.7155,3.0143,600.0
9.0,True,5.9827,10.7155,3.0143,4.9856,10.7155,3.0143,600.0
9.0,True,4.9856,10.7155,3.0143,3.9885,10.7155,3.0143,600.0
9.0,True,3.9885,10.7155,3.0143,2.9914,10.7155,3.0143,600.0
9.0,True,2.9914,10.7155,3.0143,1.9942,10.7155,3.0143,600.0
9.0,True,1.9942,10.7155,3.0143,0.9971,10.7155,3.0143,600.0
9.0,True,0.9971,10.7155,3.0143,0.0,10.7155,3.0143,600.0
9.0,True,0.0,10.7155,3.0143,-0.9971,10.7155,3.0143,600.0
9.0,True,-0.9971,10.7155,3.0143,-1.9942,10.7155,3.0143,600.0
9.0,True,-1.9942,10.7155,3.0143,-2.9914,10.7155,3.0143,600.0
9.0,True,-2.9914,10.7155,3.0143,-3.9885,10.7155,3.0143,600.0
9.0,True,-3.9885,10.7155,3.0143,-4.9856,10.7155,3.0143,600.0
9.0,True,-4.9856,10.7155,3.0143,-5.9827,10.7155,3.0143,600.0
9.0,True,-5.9827,10.7155,3.0143,-6.9799,10.7155,3.0143,600.0
9.0,True,-6.9799,10.7155,3.0143,-7.977,10.7155,3.0143,600.0
9.0,True,-7.977,10.7155,3.0143,-8.9741,10.7155,3.0143,600.0
9.0,True,-8.9741,10.7155,3.0143,-9.9712,10.7155,3.0143,600.0
9.0,True,-9.9712,10.7155,3.0143,-10.9684,10.7155,3.0143,600.0
9.0,True,-10.9684,10.7155,3.0143,-11.9655,10.7155,3.0143,600.0
9.0,True,-11.9655,10.7155,3.0143,-12.9626,10.7155,3.0143,600.0
9.0,True,-12.9626,10.7155,3.0143,-13.9597,10.7155,3.0143,600.0
9.0,True,-13.9597,10.7155,3.0143,-14.9569,10.7155,3.0143,600.0
9.0,True,-14.9569,10.7155,3.0143,-15.954,10.7155,3.0143,600.0
9.0,True,-15.954,10.7155,3.0143,-16.9511,10.7155,3.0143,600.0
9.0,True,-16.9511,10.7155,3.0143,-17.9482,10.7155,3.0143,600.0
9.0,True,-17.9482,10.7155,3.0143,-18.9454,10.7155,3.0143,600.0
9.0,True,-18.9454,10.7155,3.0143,-19.9425,10.7155,3.0143,600.0
9.0,True,-19.9425,10.7155,3.0143,-20.9396,10.7155,3.0143,600.0
9.0,True,-20.9396,10.7155,3.0143,-21.9367,10.7155,3.0143,600.0
9.0,True,-21.9367,10.7155,3.0143,-22.9339,10.7155,3.0143,600.0
9.0,True,-22.9339,10.7155,3.0143,-23.931,10.7155,3.0143,600.0
9.0,True,-23.931,10.7155,3.0143,-24.9281,10.7155,3.0143,600.0
9.0,True,-24.9281,10.7155,3.0143,-25.9252,10.7155,3.0143,600.0
9.0,True,-25.9252,10.7155,3.0143,-25.9252,11.4068,3.0143,600.0
9.0,True,-25.9252,11.4068,3.0143,-24.9281,11.4068,3.0143,600.0
9.0,True,-24.9281,11.4068,3.0143,-23.931,11.4068,3.0143,600.0
9.0,True,-23.931,11.4068,3.0143,-22.9339,11.4068,3.0143,600.0
9.0,True,-22.9339,11.4068,3.0143,-21.9367,11.4068,3.0143,600.0
9.0,True,-21.9367,11.4068,3.0143,-20.9396,11.4068,3.0143,600.0
9.0,True,-20.9396,11.4068,3.0143,-19.9425,11.4068,3.0143,600.0
9.0,True,-19.9425,11.4068,3.0143,-18.9454,11.4068,3.0143,600.0
9.0,True,-18.9454,11.4068,3.0143,-17.9482,11.4068,3.0143,600.0
9.0,True,-17.9482,11.4068,3.0143,-16.9511,11.4068,3.0143,600.0
9.0,True,-16.9511,11.4068,3.0143,-15.954,11.4068,3.0143,600.0
9.0,True,-15.954,11.4068,3.0143,-14.9569,11.4068,3.0143,600.0
9.0,True,-14.9569,11.4068,3.0143,-13.9597,11.4068,3.0143,600.0
9.0,True,-13.9597,11.4068,3.0143,-12.9626,11.4068,3.0143,600.0
9.0,True,-12.9626,11.4068,3.0143,-11.9655,11.4068,3.0143,600.0
9.0,True,-11.9655,11.4068,3.0143,-10.9684,11.4068,3.0143,600.0
9.0,True,-10.9684,11.4068,3.0143,-9.9712,11.4068,3.0143,600.0
9.0,True,-9.9712,11.4068,3.0143,-8.9741,11.4068,3.0143,600.0
9.0,True,-8.9741,11.4068,3.0143,-7.977,11.4068,3.0143,600.0
9.0,True,-7.977,11.4068,3.0143,-6.9799,11.4068,3.0143,600.0
9.0,True,-6.9799,11.4068,3.0143,-5.9827,11.4068,3.0143,600.0
9.0,True,-5.9827,11.4068,3.0143,-4.9856,11.4068,3.0143,600.0
9.0,True,-4.9856,11.4068,3.0143,-3.9885,11.4068,3.0143,600.0
9.0,True,-3.9885,11.4068,3.0143,-2.9914,11.4068,3.0143,600.0
9.0,True,-2.9914,11.4068,3.0143,-1.9942,11.4068,3.0143,600.0
9.0,True,-1.9942,11.4068,3.0143,-0.9971,11.4068,3.0143,600.0
9.0,True,-0.9971,11.4068,3.0143,0.0,11.4068,3.0143,600.0
9.0,True,0.0,11.4068,3.0143,0.9971,11.4068,3.0143,600.0
9.0,True,0.9971,11.4068,3.0143,1.9942,11.4068,3.0143,600.0
9.0,True,1.9942,11.4068,3.0143,2.9914,11.4068,3.0143,600.0
9.0,True,2.9914,11.4068,3.0143,3.9885,11.4068,3.0143,600.0
9.0,True,3.9885,11.4068,3.0143,4.9856,11.4068,3.0143,600.0
9.0,True,4.9856,11.4068,3.0143,5.9827,11.4068,3.0143,600.0
9.0,True,5.9827,11.4068,3.0143,6.9799,11.4068,3.0143,600.0
9.0,True,6.9799,11.4068,3.0143,7.977,11.4068,3.0143,600.0
9.0,True,7.977,11.4068,3.0143,8.9741,11.4068,3.0143,600.0
9.0,True,8.9741,11.4068,3.0143,9.9712,11.4068,3.0143,600.0
9.0,True,9.9712,11.4068,3.0143,10.9684,11.4068,3.0143,600.0
9.0,True,10.9684,11.4068,3.0143,11.9655,11.4068,3.0143,600.0
9.0,True,11.9655,11.4068,3.0143,12.9626,11.4068,3.0143,600.0
9.0,True,12.9626,11.4068,3.0143,13.9597,11.4068,3.0143,600.0
9.0,True,13.9597,11.4068,3.0143,14.9569,11.4068,3.0143,600.0
9.0,True,14.9569,11.4068,3.0143,15.954,11.4068,3.0143,600.0
9.0,True,15.954,11.4068,3.0143,16.9511,11.4068,3.0143,600.0
9.0,True,16.9511,11.4068,3.0143,17.9482,11.4068,3.0143,600.0
9.0,True,17.9482,11.4068,3.0143,18.9454,11.4068,3.0143,600.0
9.0,True,18.9454,11.4068,3.0143,19.9425,11.4068,3.0143,600.0
9.0,True,19.9425,11.4068,3.0143,20.9396,11.4068,3.0143,600.0
9.0,True,20.9396,11.4068,3.0143,21.9367,11.4068,3.0143,600.0
9.0,True,21.9367,11.4068,3.0143,22.9339,11.4068,3.0143,600.0
9.0,True,22.9339,11.4068,3.0143,23.931,11.4068,3.0143,600.0
9.0,True,23.931,11.4068,3.0143,24.9281,11.4068,3.0143,600.0
9.0,True,24.9281,11.4068,3.0143,25.9252,11.4068,3.0143,600.0
9.0,True,25.9252,11.4068,3.0143,25.9252,12.0981,3.0143,600.0
9.0,True,25.9252,12.0981,3.0143,24.9281,12.0981,3.0143,600.0
9.0,True,24.9281,12.0981,3.0143,23.931,12.0981,3.0143,600.0
9.0,True,23.931,12.0981,3.0143,22.9339,12.0981,3.0143,600.0
9.0,True,22.9339,12.0981,3.0143,21.9367,12.0981,3.0143,600.0
9.0,True,21.9367,12.0981,3.0143,20.9396,12.0981,3.0143,600.0
9.0,True,20.9396,12.0981,3.0143,19.9425,12.0981,3.0143,600.0
9.0,True,19.9425,12.0981,3.0143,18.9454,12.0981,3.0143,600.0
9.0,True,18.9454,12.0981,3.0143,17.9482,12.0981,3.0143,600.0
9.0,True,17.9482,12.0981,3.0143,16.9511,12.0981,3.0143,600.0
9.0,True,16.9511,12.0981,3.0143,15.954,12.0981,3.0143,600.0
9.0,True,15.954,12.0981,3.0143,14.9569,12.0981,3.0143,600.0
9.0,True,14.9569,12.0981,3.0143,13.9597,12.0981,3.0143,600.0
9.0,True,13.9597,12.0981,3.0143,12.9626,12.0981,3.0143,600.0
9.0,True,12.9626,12.0981,3.0143,11.9655,12.0981,3.0143,600.0
9.0,True,11.9655,12.0981,3.0143,10.9684,12.0981,3.0143,600.0
9.0,True,10.9684,12.0981,3.0143,9.9712,12.0981,3.0143,600.0
9.0,True,9.9712,12.0981,3.0143,8.9741,12.0981,3.0143,600.0
9.0,True,8.9741,12.0981,3.0143,7.977,12.0981,3.0143,600.0
9.0,True,7.977,12.0981,3.0143,6.9799,12.0981,3.0143,600.0
9.0,True,6.9799,12.0981,3.0143,5.9827,12.0981,3.0143,600.0
9.0,True,5.9827,12.0981,3.0143,4.9856,12.0981,3.0143,600.0
9.0,True,4.9856,12.0981,3.0143,3.9885,12.0981,3.0143,600.0
9.0,True,3.9885,12.0981,3.0143,2.9914,12.0981,3.0143,600.0
9.0,True,2.9914,12.0981,3.0143,1.9942,12.0981,3.0143,600.0
9.0,True,1.9942,12.0981,3.0143,0.9971,12.0981,3.0143,600.0
9.0,True,0.9971,12.0981,3.0143,0.0,12.0981,3.0143,600.0
9.0,True,0.0,12.0981,3.0143,-0.9971,12.0981,3.0143,600.0
9.0,True,-0.9971,12.0981,3.0143,-1.9942,12.0981,3.0143,600.0
9.0,True,-1.9942,12.0981,3.0143,-2.9914,12.0981,3.0143,600.0
9.0,True,-2.9914,12.0981,3.0143,-3.9885,12.0981,3.0143,600.0
9.0,True,-3.9885,12.0981,3.0143,-4.9856,12.0981,3.0143,600.0
9.0,True,-4.9856,12.0981,3.0143,-5.9827,12.0981,3.0143,600.0
9.0,True,-5.9827,12.0981,3.0143,-6.9799,12.0981,3.0143,600.0
9.0,True,-6.9799,12.0981,3.0143,-7.977,12.0981,3.0143,600.0
9.0,True,-7.977,12.0981,3.0143,-8.9741,12.0981,3.0143,600.0
9.0,True,-8.9741,12.0981,3.0143,-9.9712,12.0981,3.0143,600.0
9.0,True,-9.9712,12.0981,3.0143,-10.9684,12.0981,3.0143,600.0
9.0,True,-10.9684,12.0981,3.0143,-11.9655,12.0981,3.0143,600.0
9.0,True,-11.9655,12.0981,3.0143,-12.9626,12.0981,3.0143,600.0
9.0,True,-12.9626,12.0981,3.0143,-13.9597,12.0981,3.0143,600.0
9.0,True,-13.9597,12.0981,3.0143,-14.9569,12.0981,3.0143,600.0
9.0,True,-14.9569,12.0981,3.0143,-15.954,12.0981,3.0143,600.0
9.0,True,-15.954,12.0981,3.0143,-16.9511,12.0981,3.0143,600.0
9.0,True,-16.9511,12.0981,3.0143,-17.9482,12.0981,3.0143,600.0
9.0,True,-17.9482,12.0981,3.0143,-18.9454,12.0981,3.0143,600.0
9.0,True,-18.9454,12.0981,3.0143,-19.9425,12.0981,3.0143,600.0
9.0,True,-19.9425,12.0981,3.0143,-20.9396,12.0981,3.0143,600.0
9.0,True,-20.9396,12.0981,3.0143,-21.9367,12.0981,3.0143,600.0
9.0,True,-21.9367,12.0981,3.0143,-22.9339,12.0981,3.0143,600.0
9.0,True,-22.9339,12.0981,3.0143,-23.931,12.0981,3.0143,600.0
9.0,True,-23.931,12.0981,3.0143,-24.9281,12.0981,3.0143,600.0
9.0,True,-24.9281,12.0981,3.0143,-25.9252,12.0981,3.0143,600.0
9.0,True,-25.9252,12.0981,3.0143,-25.9252,12.7894,3.0143,600.0
9.0,True,-25.9252,12.7894,3.0143,-24.9281,12.7894,3.0143,600.0
9.0,True,-24.9281,12.7894,3.0143,-23.931,12.7894,3.0143,600.0
9.0,True,-23.931,12.7894,3.0143,-22.9339,12.7894,3.0143,600.0
9.0,True,-22.9339,12.7894,3.0143,-21.9367,12.7894,3.0143,600.0
9.0,True,-21.9367,12.7894,3.0143,-20.9396,12.7894,3.0143,600.0
9.0,True,-20.9396,12.7894,3.0143,-19.9425,12.7894,3.0143,600.0
9.0,True,-19.9425,12.7894,3.0143,-18.9454,12.7894,3.0143,600.0
9.0,True,-18.9454,12.7894,3.0143,-17.9482,12.7894,3.0143,600.0
9.0,True,-17.9482,12.7894,3.0143,-16.9511,12.7894,3.0143,600.0
9.0,True,-16.9511,12.7894,3.0143,-15.954,12.7894,3.0143,600.0
9.0,True,-15.954,12.7894,3.0143,-14.9569,12.7894,3.0143,600.0
9.0,True,-14.9569,12.7894,3.0143,-13.9597,12.7894,3.0143,600.0
9.0,True,-13.9597,12.7894,3.0143,-12.9626,12.7894,3.0143,600.0
9.0,True,-12.9626,12.7894,3.0143,-11.9655,12.7894,3.0143,600.0
9.0,True,-11.9655,12.7894,3.0143,-10.9684,12.7894,3.0143,600.0
9.0,True,-10.9684,12.7894,3.0143,-9.9712,12.7894,3.0143,600.0
9.0,True,-9.9712,12.7894,3.0143,-8.9741,12.7894,3.0143,600.0
9.0,True,-8.9741,12.7894,3.0143,-7.977,12.7894,3.0143,600.0
9.0,True,-7.977,12.7894,3.0143,-6.9799,12.7894,3.0143,600.0
9.0,True,-6.9799,12.7894,3.0143,-5.9827,12.7894,3.0143,600.0
9.0,True,-5.9827,12.7894,3.0143,-4.9856,12.7894,3.0143,600.0
9.0,True,-4.9856,12.7894,3.0143,-3.9885,12.7894,3.0143,600.0
9.0,True,-3.9885,12.7894,3.0143,-2.9914,12.7894,3.0143,600.0
9.0,True,-2.9914,12.7894,3.0143,-1.9942,12.7894,3.0143,600.0
9.0,True,-1.9942,12.7894,3.0143,-0.9971,12.7894,3.0143,600.0
9.0,True,-0.9971,12.7894,3.0143,0.0,12.7894,3.0143,600.0
9.0,True,0.0,12.7894,3.0143,0.9971,12.7894,3.0143,600.0
9.0,True,0.9971,12.7894,3.0143,1.9942,12.7894,3.0143,600.0
9.0,True,1.9942,12.7894,3.0143,2.9914,12.7894,3.0143,600.0
9.0,True,2.9914,12.7894,3.0143,3.9885,12.7894,3.0143,600.0
9.0,True,3.9885,12.7894,3.0143,4.9856,12.7894,3.0143,600.0
9.0,True,4.9856,12.7894,3.0143,5.9827,12.7894,3.0143,600.0
9.0,True,5.9827,12.7894,3.0143,6.9799,12.7894,3.0143,600.0
9.0,True,6.9799,12.7894,3.0143,7.977,12.7894,3.0143,600.0
9.0,True,7.977,12.7894,3.0143,8.9741,12.7894,3.0143,600.0
9.0,True,8.9741,12.7894,3.0143,9.9712,12.7894,3.0143,600.0
9.0,True,9.9712,12.7894,3.0143,10.9684,12.7894,3.0143,600.0
9.0,True,10.9684,12.7894,3.0143,11.9655,12.7894,3.0143,600.0
9.0,True,11.9655,12.7894,3.0143,12.9626,12.7894,3.0143,600.0
9.0,True,12.9626,12.7894,3.0143,13.9597,12.7894,3.0143,600.0
9.0,True,13.9597,12.7894,3.0143,14.9569,12.7894,3.0143,600.0
9.0,True,14.9569,12.7894,3.0143,15.954,12.7894,3.0143,600.0
